ATC;MEGNEV;ANGOL;HATOANYAG
B01AC25;cangrelor;cangrelor;cangrelor
B01AC26;vorapaxar;vorapaxar;vorapaxar
B01AC27;selexipag;selexipag;selexipag
B02BD13;coagulation factor x;coagulation factor x;coagulation factor x
C01EB21;regadenoson;regadenoson;regadenoson
C10AX10;alipogene tiparvovec;alipogene tiparvovec;alipogene tiparvovec
C10AX12;lomitapide;lomitapide;lomitapide
C10BA03;pravastatin and fenofibrate;pravastatin and fenofibrate;pravastatin and fenofibrate
D02BB02;afamelanotide;afamelanotide;afamelanotide
D03BA03;bromelains;bromelains;bromelains
G03CC07;conjugated estrogens and bazedoxifene;conjugated estrogens and bazedoxifene;conjugated estrogens and bazedoxifene
G03XC02;bazedoxifene;bazedoxifene;bazedoxifene
G03XC05;ospemifene;ospemifene;ospemifene
J01XA05;oritavancin;oritavancin;oritavancin
J02AC05;isavuconazole;isavuconazole;isavuconazole
J04AK06;delamanid;delamanid;delamanid
J05AR08;emtricitabine, tenofovir disoproxil and rilpivirine;emtricitabine, tenofovir disoproxil and rilpivirine;emtricitabine, tenofovir disoproxil and rilpivirine
J05AR09;emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat;emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat;emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat
J05AR15;atazanavir and cobicistat;atazanavir and cobicistat;atazanavir and cobicistat
J05AR16;lamivudine and raltegravir;lamivudine and raltegravir;lamivudine and raltegravir
J05AX11;elvitegravir;elvitegravir;elvitegravir
J07BB03;influenza, live attenuated;influenza, live attenuated;influenza, live attenuated
L01CA05;vinflunine;vinflunine;vinflunine
L01XC16;dinutuximab;dinutuximab;dinutuximab
L01XC22;necitumumab;necitumumab;necitumumab
L01XE29;lenvatinib;lenvatinib;lenvatinib
L01XX47;idelalisib;idelalisib;idelalisib
L01XX48;sonidegib;sonidegib;sonidegib
L04AA32;apremilast;apremilast;apremilast
M04AX02;pegloticase;pegloticase;pegloticase
N03AX22;perampanel;perampanel;perampanel
N05CH03;tasimelteon;tasimelteon;tasimelteon
N07XX11;pitolisant;pitolisant;pitolisant
P01BF05;artenimol and piperaquine;artenimol and piperaquine;artenimol and piperaquine
R05CB16;mannitol;mannitol;mannitol
R07AX02;ivacaftor;ivacaftor;ivacaftor
A06AH;peripheral opioid receptor antagonists;peripheral opioid receptor antagonists;
M02AC55;m02ac55;m02ac55;m02ac55
G03GA09;corifollitropin alfa;corifollitropin alfa;corifollitropin alfa
A10BD10;metformin és saxagliptin;metformin and saxagliptin;metformin és saxagliptin
M05BX04;denosumab;;denosumab
J07AH08;meningitis, meningococcal;meningitis, meningococcal;meningitis, meningococcal
R02AX01;flurbiprofén;flurbiprofen;flurbiprofén
R02AX;Other throat preparations;;
G03AD;Emergency contraceptives;;
S01LA05;aflibercept;aflibercept;aflibercept
A10BD15;metformin és dapagliflozin;metformin and dapagliflozin;metformin és dapagliflozin
L01XC14;trastuzumab emtansin;trastuzumab emtansine;trastuzumab emtansin
N07XX09;dimetil-fumarát;dimethyl fumarate;dimetil-fumarát
N06AX26;vortioxetin;vortioxetine;vortioxetin
J05AX16;dasabuvir;dasabuvir;dasabuvir
J05AX67;ombitasvir, paritaprevir,ritonavir;ombitasvir, paritaprevir,ritonavir;ombitasvir, paritaprevir,ritonavir
L01XE31;nintedanib;nintedanib;nintedanib
L01AA09;bendamusztin;bendamustine;bendamusztin
L04AX05;pirfenidone;pirfenidone;pirfenidone
L04AC10;secukinumab;secukinumab;secukinumab
D11AX22;ivermectin;ivermectin;ivermectin
L01DB11;pixantrone;pixantrone;pixantrone
C10BX07;rosuvastatin, amlodipine and lisinopril;rosuvastatin, amlodipine and lisinopril;rosuvastatin, amlodipine and lisinopril
M04AB05;lesinurad;lesinurad;lesinurad
C09BX02;bisoprolol és perindopril;bisoprolol és perindopril;bisoprolol és perindopril
V09IA07;technetium (99mtc) hynic-octreotide;technetium (99mtc) hynic-octreotide;technetium (99mtc) hynic-octreotide
C10BX11;atorvastatin, amlodipine and perindopril;atorvastatin, amlodipine and perindopril;atorvastatin, amlodipine and perindopril
C10BX10;rosuvastatin and valsartan;rosuvastatin and valsartan;rosuvastatin and valsartan
R07AX30;ivacaftor and lumacaftor;ivacaftor and lumacaftor;ivacaftor and lumacaftor
V03AE05;sucroferric oxyhydroxide;sucroferric oxyhydroxide;sucroferric oxyhydroxide
V03AX03;cobicistat;cobicistat;cobicistat
L03AA09;sargramostim;sargramostim;sargramostim
L03AA10;lenograstim;lenograstim;lenograstim
L03AA11;interferon-béta;;interferon-béta
L03AA12;ancestim;ancestim;ancestim
L03AB;interferons;interferons;
L03AB01;interferon alfa natural;interferon alfa natural;interferon alfa natural
L03AB02;interferon beta natural;interferon beta natural;interferon beta natural
L03AB03;interferon gamma;interferon gamma;interferon gamma
L03AB04;interferon alfa-2a;interferon alfa-2a;interferon alfa-2a
L03AB05;interferon alfa-2b;interferon alfa-2b;interferon alfa-2b
L03AB06;interferon alfa-n1;interferon alfa-n1;interferon alfa-n1
L03AB07;interferon beta-1a;interferon beta-1a;interferon beta-1a
L03AB08;interferon beta-1b;interferon beta-1b;interferon beta-1b
L03AB09;interferon alfacon-1;interferon alfacon-1;interferon alfacon-1
L03AB10;peginterferon alfa-2b;peginterferon alfa-2b;peginterferon alfa-2b
L03AC;interleukins;interleukins;
L03AC01;aldesleukin;aldesleukin;aldesleukin
L03AC02;oprelvekin;oprelvekin;oprelvekin
L03AX;other cytokines and immunomodulators;other cytokines and immunomodulators;
L03AX01;lentinan;lentinan;lentinan
L03AX02;roquinimex;roquinimex;roquinimex
L03AX03;bcg vaccine;bcg vaccine;bcg vaccine
L03AX04;pegademase;pegademase;pegademase
L03AX05;pidotimod;pidotimod;pidotimod
L03AX07;poly i:c;poly i:c;poly i:c
L03AX08;poly iclc;poly iclc;poly iclc
L03AX09;thymopentin;thymopentin;thymopentin
L03AX10;immunocyanin;immunocyanin;immunocyanin
L03AX11;tasonermin;tasonermin;tasonermin
L03AX12;melanoma vaccine;melanoma vaccine;melanoma vaccine
L04;immunszupresszív szerek;immunosuppressive agents;
L04A;immunszupresszív szerek;immunosuppressive agents;
L04AA;szelektív immunszupresszív szerek;selective immunosuppressive agents;
L04AD01;ciklosporin;ciclosporin;ciklosporin
L04AA02;muromonab-cd3;muromonab-cd3;muromonab-cd3
L04AA03;antilymphocyte immunoglobulin (horse);antilymphocyte immunoglobulin (horse);antilymphocyte immunoglobulin (horse)
L04AA04;antithymocyte immunoglobulin (rabbit);antithymocyte immunoglobulin (rabbit);antithymocyte immunoglobulin (rabbit)
L04AA05;tacrolimus;tacrolimus;tacrolimus
L04AA06;mycophenolic acid;mycophenolic acid;mycophenolic acid
L04AA07;glatiramer acetate;glatiramer acetate;glatiramer acetate
L04AA08;daclizumab;daclizumab;daclizumab
L04AA09;basiliximab;basiliximab;basiliximab
L04AA10;sirolimus;sirolimus;sirolimus
G04BX14;dapoxetine;dapoxetine;dapoxetine
L04AA12;infliximab;infliximab;infliximab
L04AA13;leflunomide;leflunomide;leflunomide
L04AX;egyéb immunszupresszív szerek;other immunosuppressive agents;
L04AX01;azathioprim;azathioprim;azathioprim
L04AX02;thalidomide;thalidomide;thalidomide
M;váz- és izomrendszer;musculo-skeletal system;
M01;gyulladásgátlók és rheuma-ellenes készítmények;antiinflammatory and antirheumatic products;
M01A;nem szteroid gyulladásgátlók és rheuma-ellenes készítmények;nem szteroid gyulladásgátlók és rheuma-ellenes készítmények;nem szteroid gyulladásgátlók és rheuma-ellenes készítmények
M01AA;butilpirazolidinek;butylpyrazolidines;
M01AA01;phenylbutazone;phenylbutazone;phenylbutazone
M01AA02;mofebutazone;mofebutazone;mofebutazone
M01AA03;oxyphenbutazone;oxyphenbutazone;oxyphenbutazone
M01AA05;clofezone;clofezone;clofezone
M01AA06;kebuzon;kebuzone;kebuzon
M01AA19;tribuzon;;tribuzon
M01AB;ecetsav- és rokon vegyületek;acetic acid derivatives and related substances;
M01AB01;indometacin;indometacin;indometacin
M01AB02;sulindac;sulindac;sulindac
M01AB03;tolmetin;tolmetin;tolmetin
M01AB04;zomepirac;zomepirac;zomepirac
M01AB05;diclofenac;diclofenac;diclofenac
M01AB06;alclofenac;alclofenac;alclofenac
M01AB07;bumadizone;bumadizone;bumadizone
M01AB08;etodolac;etodolac;etodolac
M01AB09;lonazolac;lonazolac;lonazolac
M01AB10;fentiazac;fentiazac;fentiazac
M01AB11;acemetacin;acemetacin;acemetacin
M01AB12;difenpiramide;difenpiramide;difenpiramide
M01AB13;oxametacin;oxametacin;oxametacin
M01AB14;proglumetacin;proglumetacin;proglumetacin
M01AB16;aceclofenac;aceclofenac;aceclofenac
M01AB17;bufexamac;bufexamac;bufexamac
M01AB51;indometacin, combinations;indometacin, combinations;indometacin, combinations
M01AB55;diclofenac, combinations;diclofenac, combinations;diclofenac, combinations
M01AC;oxicam származékok;oxicams;
M01AC01;piroxicam;piroxicam;piroxicam
M01AC02;tenoxicam;tenoxicam;tenoxicam
M01AC04;droxicam;droxicam;droxicam
M01AC05;lornoxicam;lornoxicam;lornoxicam
M01AC06;meloxicam;meloxicam;meloxicam
M01AE;propionsav származékok;propionic acid derivatives;
M01AE01;ibuprofen;ibuprofen;ibuprofen
M01AE02;naproxen;naproxen;naproxen
M01AE03;ketoprofen;ketoprofen;ketoprofen
M01AE04;fenoprofen;fenoprofen;fenoprofen
M01AE05;fenbufen;fenbufen;fenbufen
M01AE06;benoxaprofen;benoxaprofen;benoxaprofen
M01AE07;suprofen;suprofen;suprofen
M01AE08;pirprofen;pirprofen;pirprofen
B05XA03;sodium chloride;sodium chloride;sodium chloride
B05XA04;ammonium chloride;ammonium chloride;ammonium chloride
B05XA05;magnesium sulfate;magnesium sulfate;magnesium sulfate
B05XA06;potassium phosphate, incl. comb. with other potassium salts;potassium phosphate, incl. comb. with other potassium salts;potassium phosphate, incl. comb. with other potassium salts
B05XA07;calcium chloride;calcium chloride;calcium chloride
B05XA08;sodium acetate;sodium acetate;sodium acetate
B05XA09;sodium phosphate;sodium phosphate;sodium phosphate
B05XA10;magnesium phosphate;magnesium phosphate;magnesium phosphate
B05XA11;magnesium chloride;magnesium chloride;magnesium chloride
B05XA12;zinc chloride;zinc chloride;zinc chloride
B05XA13;hydrochloric acid;hydrochloric acid;hydrochloric acid
B05XA14;sodium glycerophosphate;sodium glycerophosphate;sodium glycerophosphate
B05XA15;potassium lactate;potassium lactate;potassium lactate
B05XA16;cardioplegia solutions;cardioplegia solutions;cardioplegia solutions
B05XA30;combinations of electrolytes;combinations of electrolytes;combinations of electrolytes
B05XA31;elektrolit infúziós oldatok kombinációi más gyógyszerekkel;elektrolit infúziós oldatok kombinációi más gyógyszerekkel;elektrolit infúziós oldatok kombinációi más gyógyszerekkel
B05XB;aminósavak;amino acids;
B05XB01;arginine hydrochloride;arginine hydrochloride;arginine hydrochloride
B05XB02;alanyl glutamine;alanyl glutamine;alanyl glutamine
B05XB03;lysine;lysine;lysine
B05XC;vitaminok;vitamins;
B05XX;egyéb infúziós adalékok;other i.v. solution additives;
B05XX02;trometamol;trometamol;trometamol
B05Z;hemodializáló oldatok és hemofiltrátumok;hemodialytics and hemofiltrates;
B05ZA;koncentrált hemodializáló oldatok;hemodialytics, concentrates;
B05ZB;hemofiltratumok;hemofiltrates;
B06;egyéb hematológiai szerek;other hematological agents;
B06A;egyéb hematológiai szerek;other hematological agents;
B06AA;enzimek;enzymes;
B06AA02;fibrinolysin and desoxyribonuclease;fibrinolysin and desoxyribonuclease;fibrinolysin and desoxyribonuclease
B06AA03;hyaluronidáz;hyaluronidase;hyaluronidáz
B06AA04;chymotrypsin;chymotrypsin;chymotrypsin
B06AA07;trypsin;trypsin;trypsin
B06AA10;desoxyribonuclease;desoxyribonuclease;desoxyribonuclease
B06AA11;bromelains;bromelains;bromelains
B06AA55;streptokinase, combinations;streptokinase, combinations;streptokinase, combinations
B06AB;egyéb hematológiai készítmények;other hem products;
B06AB01;pentozán-poliszulfát;hematin;pentozán-poliszulfát
C;kardiovaszkuláris rendszer;cardiovascular system;
C01;szívre ható szerek;cardiac therapy;
C01A;szívglikozidok;cardiac glycosides;
C01AA;digitalis glikozidok;digitalis glycosides;
C01AA01;acetyldigitoxin;acetyldigitoxin;acetyldigitoxin
C01AA02;acetyldigoxin;acetyldigoxin;acetyldigoxin
C01AA03;digitalis leaves;digitalis leaves;digitalis leaves
C01AA04;digitoxin;digitoxin;digitoxin
C05AA10;fluocinolone acetonide;fluocinolone acetonide;fluocinolone acetonide
C05AA11;fluocinonide;fluocinonide;fluocinonide
C05AB;antibiotikumot tartalmazó készítmények;products containing antibiotics;
C05AD;lokális érzéstelenítőt tartalmazó készítmények;products containing local anesthetics;
C05AD01;lidokain;lidocaine;lidokain
C05AD02;tetracaine;tetracaine;tetracaine
C05AD03;benzocaine;benzocaine;benzocaine
C05AD04;cinchocaine;cinchocaine;cinchocaine
C05AD05;prokain;procaine;prokain
C05AD06;oxetacaine;oxetacaine;oxetacaine
C05AD07;pramocaine;pramocaine;pramocaine
C05AX;egyéb lokális antihemorrhoikumok;other antihemorrhoidals for topical use;
C05AX01;aluminium acetotartrate;aluminium acetotartrate;aluminium acetotartrate
C05AX02;bismuth preparations, combinations;bismuth preparations, combinations;bismuth preparations, combinations
C05AX03;egyéb készitmények, kombinációk;other preparations, combinations;egyéb készitmények, kombinációk
C05AX04;zinc preparations;zinc preparations;zinc preparations
C05AX05;tribenoside;tribenoside;tribenoside
C05B;varikozitás-ellenes terápia;antivaricose therapy;
C05BA;heparintartalmú készítmények lokális használatra;heparins or heparinoids for topical use;
C05BA01;organo-heparinoid;organo-heparinoid;organo-heparinoid
C05BA02;sodium apolate;sodium apolate;sodium apolate
C05BA03;heparin;heparin;heparin
C05BA04;pentosan polysulfate sodium;pentosan polysulfate sodium;pentosan polysulfate sodium
C05BA51;heparinoid, combinations;heparinoid, combinations;heparinoid, combinations
C05BA53;heparin, combinations;heparin, combinations;heparin, combinations
C05BB;szklerotizáló anyag helyi injekcióhoz;sclerosing agents for local injection;
C05BB01;monoethanolamine oleate;monoethanolamine oleate;monoethanolamine oleate
C05BB02;polidokanol;polidocanol;polidokanol
C05BB03;invert sugar;invert sugar;invert sugar
C05BB04;sodium tetradecyl sulfate;sodium tetradecyl sulfate;sodium tetradecyl sulfate
C05BB05;phenol;phenol;phenol
C05BB56;glucose, combinations;glucose, combinations;glucose, combinations
C05BX;egyéb szklerotizáló szerek;other sclerosing agents;
C05BX01;kalcium-dobezilát;kalcium-dobezilát;kalcium-dobezilát
C05BX51;kalcium-dobezilát kombinációk;calcium dobesilate, combinations;kalcium-dobezilát kombinációk
C05C;kapilláris-stabilizáló szerek;capillary stabilizing agents;
C05CA;bioflavonoidok;bioflavonoids;
C05CA01;rutoside;rutoside;rutoside
C05CA02;monoxerutin;monoxerutin;monoxerutin
C05CA03;diosmin;diosmin;diosmin
C05CA04;troxerutin;troxerutin;troxerutin
C05CA05;hidrosmin;hidrosmin;hidrosmin
C05CA51;rutozid kombinációk;rutoside, combinations;rutozid kombinációk
C05CA53;diozmin kombinációk;diosmin, combinations;diozmin kombinációk
C05CA54;troxerutin, combinations;troxerutin, combinations;troxerutin, combinations
C05CA71;rutosid kombinációk;;rutosid kombinációk
C05CX;egyéb kapilláris-stabilizálók;other capillary stabilizing agents;
C05CX01;tribenoside;tribenoside;tribenoside
C07;béta-receptor blokkolók;beta blocking agents;
C07A;egykomponensű béta-receptor blokkolók;beta blocking agents;
C07AA;egykomponensű nem szelektív béta-receptor blokkolók;beta blocking agents, non-selective;
C07AA01;alprenolol;alprenolol;alprenolol
C07AA02;oxprenolol;oxprenolol;oxprenolol
C07AA03;pindolol;pindolol;pindolol
C07AA05;propranolol;propranolol;propranolol
C07AA06;timolol;timolol;timolol
C07AA07;sotalol;sotalol;sotalol
C07AA12;nadolol;nadolol;nadolol
C07AA14;mepindolol;mepindolol;mepindolol
C07AA15;carteolol;carteolol;carteolol
C07AA16;tertatolol;tertatolol;tertatolol
C07AA17;bopindolol;bopindolol;bopindolol
C07AA19;bupranolol;bupranolol;bupranolol
C07AA23;penbutolol;penbutolol;penbutolol
C07AA27;cloranolol;cloranolol;cloranolol
C07AA57;sotalol and acetylsalicylic acid;sotalol and acetylsalicylic acid;sotalol and acetylsalicylic acid
C07AB;egykomponensű szelektív béta-receptor blokkolók;beta blocking agents, selective;
C07AB01;practolol;practolol;practolol
C07AB02;metoprolol;metoprolol;metoprolol
C07AB03;atenolol;atenolol;atenolol
C07AB04;acebutolol;acebutolol;acebutolol
C07AB05;betaxolol;betaxolol;betaxolol
C07AB06;bevantolol;bevantolol;bevantolol
C07AB07;bisoprolol;bisoprolol;bisoprolol
C07AB08;celiprolol;celiprolol;celiprolol
C07AB09;esmolol;esmolol;esmolol
C07AB10;epanolol;epanolol;epanolol
C07AB11;s-atenolol;s-atenolol;s-atenolol
C07AB12;nebivolol;nebivolol;nebivolol
C07AB52;metoprolol and acetylsalicylic acid;metoprolol and acetylsalicylic acid;metoprolol and acetylsalicylic acid
C07AG;alfa- és béta-adrenerg receptor blokkolók;alpha and beta blocking agents;
C07AG01;labetalol;labetalol;labetalol
C07AG02;carvedilol;carvedilol;carvedilol
C07B;béta-receptor blokkolók és thiazidok;beta blocking agents and thiazides;
C07BA;nem szelektív béta-receptor blokkolók és thiazidok;beta blocking agents, non-selective, and thiazides;
C07BA02;oxprenolol and thiazides;oxprenolol and thiazides;oxprenolol and thiazides
C07BA05;propranolol and thiazides;propranolol and thiazides;propranolol and thiazides
C07BA06;timolol and thiazides;timolol and thiazides;timolol and thiazides
C07BA07;sotalol and thiazides;sotalol and thiazides;sotalol and thiazides
C07BA12;nadolol and thiazides;nadolol and thiazides;nadolol and thiazides
C07BA68;metipranolol and thiazides, combinations;metipranolol and thiazides, combinations;metipranolol and thiazides, combinations
C07BB;szelektív béta-receptor blokkolók és thiazidok;beta blocking agents, selective, and thiazides;
C07BB02;metoprolol and thiazides;metoprolol and thiazides;metoprolol and thiazides
C07BB03;atenolol and thiazides;atenolol and thiazides;atenolol and thiazides
C07BB04;acebutolol and thiazides;acebutolol and thiazides;acebutolol and thiazides
C07BB06;bevantolol and thiazides;bevantolol and thiazides;bevantolol and thiazides
