ID;KOD;LEIRAS
33766;H6120;Impactált cerumen
33778;H6520;Idült savós középfülgyulladás
33794;H6980;Az Eustach-kürt egyéb betegségei
33821;H8010;Otosclerosis, obliterativ, az ovális ablakot magába foglaló
35173;S7490;K.m.n. ideg sérülése a csípő és comb szintjében
39883;B3800;Heveny pulmonalis coccidioidomycosis
39889;B3880;Coccidioidomycosis egyéb formái
39899;B4010;Idült pulmonalis blastomycosis
39901;B4030;Bőr blastomycosis
39903;B4080;Blastomycosis egyéb formái
39908;B4190;Paracoccidioidomycosis, k.m.n.
39921;B4420;Tonsilla aspergillosis
39922;B4470;Disszeminált aspergillosis
36828;Z2240;Nemibetegséget hordozó személy
36847;Z2450;Rubeola elleni immunisatióra szoruló személy
36855;Z2700;Cholera-typhus-paratyphus oltásra szoruló személy
41711;P2200;Az újszülött respiratiós distress syndromája
41712;P2210;Az újszülött átmeneti tachypnoéja
41714;P2290;Az újszülött légzészavara, k.m.n.
41722;P2361;Congenitalis pneumonia - Haemophylus influenzae
41761;P2980;Egyéb cardiovascularis rendellenességek az újszülött korban
41788;P3900;Újszülöttkori fertőző emlőgyulladás
42656;Q1060;A könnyszervek egyéb veleszületett rendellenességei
42670;Q1310;Szivárványhártya hiány
42676;Q1390;A szem elülső szegmentjének veleszületett rendellenessége, k.m.n.
37294;X15H0;Forró háztartási készülékek által okozott baleset
38937;A86H0;Vírusos agyvelőgyulladás k.m.n.
42682;Q1490;A szem hátulsó szegmentjének veleszületett rendellenessége, k.m.n.
42685;Q1590;A szem veleszületett rendellenessége, k.m.n.
42692;Q1690;A fül halláscsökkenést okozó, veleszületett rendellenessége, k.m.n.
42696;Q1730;Egyéb módon szabálytalan alakú fül
42717;Q2060;A pitvari fülcsék isomerismusa
42722;Q2120;Pitvar-kamrai sövényhiány
42732;Q2250;Ebstein-anomalia
36390;V4530;Autó k.m.n. utasának sér. személy-tehervonattal ütk.ben, nem közl.bal.
36398;V4620;Autó külső utasának sérülése nem mot.járművel ütk.ben, nem közl.bal
38025;A1861;Otitis media tuberculosa
38034;A1884;Pajzsmirigy gümőkór
38039;A1900;Heveny miliaris gümőkór egy meghatározott helyen
38045;A199A;Miliáris gümőkór k.m.n. ..-polirezisztens kórókozóval.
38048;A2020;Tüdőpestis
38053;A2100;Tularaemia ulceroglandularis
43558;Q6250;Kettős húgyvezeték
43562;Q6300;Járulékos vese
43563;Q6310;Lebenyezett, összeolvadt és patkó vese
43568;Q6400;Epispadiasis
43582;Q6540;A csípő veleszületett kétoldali subluxatiója
43583;Q6550;A csípő veleszületett k.m.n. subluxatiója
43591;Q6640;Pes calcaneovalgus
43596;Q6690;A lábak rendellenessége, k.m.n.
43629;Q7160;Rákolló-kéz
43641;Q7290;Az alsó végtag redukciós defektusa, k.m.n.
39933;B4610;Rhinocerebralis mucormycosis
39934;B4620;Gastrointestinalis mucormycosis
39944;B4810;Rhinosporidiosis
39955;B5180;Plasmodium vivax malária egyéb szövődményekkel
39956;B5190;Plasmodium vivax malária szövődmény nélkül
35021;S47H0;A váll és felkar összenyomatása
39974;B5730;Chagas-kór (idült) az emésztőrendszer érintettségével
39975;B5740;Chagas-kór (idült) az idegrendszer érintettségével
39977;B5800;Toxoplasma által okozott szembetegség
39980;B5830;Pulmonalis toxoplasmosis (J17.3*)
41563;L2391;Nem meghatározott okú allergiás kontaktdermatitis (nem kiterjedt)
41567;L2402;Detergensek okozta irritativ kontaktdermatitis (18 % felett)
41574;L2430;Kozmetikumok okozta irritativ kontaktdermatitis
41575;L2431;Kozmetikumok okozta irritativ kontaktdermatitis (nem kiterjedt)
41581;L2451;Egyéb vegyszerek okozta irritativ kontaktdermatitis (nem kiterjedt)
41596;L2501;Kozmetikumok okozta nem specifikus kontaktdermatitis (nem kiterjedt)
41603;P0030;Az anya keringési - légzési betegsége miatt érintett magzat, újszülött
35467;T2450;A csípő és alsó végtag elsőfokú maródása, kivéve a boka és láb
35479;T2610;A szaruhártya és kötőhártya égése
35484;T2660;A szaruhártya és kötőhártya maródása
35485;T2670;A szemgolyó szakadásával és elpusztulásával járó maródás
38466;N7310;Krónikus parametritis és medencei cellulitis
38467;N7320;Parametritis és medencei cellulitis, k.m.n.
39030;B1800;Idült vírusos B-típusú hepatitis d-ágenssel
39031;B1810;Idült vírusos B-típusú hepatitis d-ágens nélkül
39032;B1820;Idült vírusos C-típusú hepatitis
38475;N7410;A női kismedence gümőkóros gyulladásos betegsége (A18.1+)
38479;N7480;A női kismedence gyulladásos betegségei egyéb másh. o. betegségekbe
38481;N7510;A Bartholin-mirigy tályog
38485;N7610;A hüvely szubakut és idült gyulladása
39037;B2000;Mycobacterialis fertőzést eredményező HIV betegség
39038;B2010;Egyéb bakteriális fertőzést eredményező HIV betegség
39039;B2020;Cytomegalovirus betegséget eredményező HIV betegség
39040;B2030;Egyéb vírusfertőzést eredményező HIV betegség
39041;B2040;Candidiasist eredményező HIV betegség
39042;B2050;Egyéb gombás fertőzést eredményező HIV betegség
39043;B2060;Pneumocystis carinii tüdőgyulladást eredményező HIV betegség
39044;B2070;Többféle fertőzést eredményező HIV betegség
39045;B2080;Egyéb fertőző és parazitás betegséget eredményező HIV betegség
39046;C9502;Meghatározatlan sejttípusú akut leukaemia, magas malignitás
39047;C9510;Meghatározatlan sejttípusú krónikus leukaemia
39048;C9520;Meghatározatlan sejttípusú szubakut leukaemia
39049;C9570;Egyéb meghatározatlan sejttípusú leukaemia
39050;C9590;Leukaemia, k.m.n.
39051;C9600;Letterer-Siwe betegség
39052;C9610;Malignus histiocytosis
39053;C9620;Malignus hízósejtes daganat
39054;C9630;Valódi histiocytás lymphoma
39055;C9670;A nyirok és vérképző szövetek egyéb meghatározott rosszind. daganat
39056;C9690;A nyirok és vérképző szövetek rosszindulatú daganata, k.m.n.
39057;C9691;Nyirok/vérképzo és kapcs. szöv.-k mal.dag. a kp. IR.-ben é/v burkaban
41226;E45H0;Fejlődés visszamaradás fehérje- és energia-hiány alultápláltság mia
38489;N7650;A hüvely kifekélyesedése
38491;N7680;A hüvely és szeméremtest egyéb, meghatározott gyulladása
35889;V1980;Kerékpáros sérülése egyéb megjelölt szállítási balesetben
35902;V2140;Motorkerékpárvezető sérülése kerékpárral ütközésben, közl. baleset
35919;V2400;Motork.párvezető sérülése nehézjárművel-busszal ütk.ben, nem közl.b
35920;V2410;Motork.pár-utas sérülése nehézjárművel-busszal ütk.ben, nem közl.ba
35922;V2430;Motork.páros sérülése nehézjárművel-busszal ütk.ben, fel-leszállásk
35923;V2440;Motork.párvezető sérülése nehézjárművel-busszal ütk.ben, közl. bale
37700;Z8720;Bőr, bőralatti kötőszövet betegsége az anamnesisben
37713;Z8860;Túlérzékenység: fájdalomcsillapítók
37718;Z8910;Kéz és csukló szerzett hiánya
37733;Z9060;Húgyrendszer más részeinek szerzett hiánya
37736;Z9100;Túlérzékenység a kórelőzményben, kivéve gyógyszer és biológiai anya
37742;Z9160;Fizikai sérülés az egyéni kórelőzményben
37744;Z9200;Fogamzásgátló alkalmazása a kórelőzményben
37773;Z9510;Aorta és koszorúér közé beültetett áthidalás
42998;F6010;Szkizoid személyiségzavar
43006;F6090;Nem-meghatározott személyiségzavar
43026;F6530;Voyeurismus
43075;M0280;Egyéb reaktív arthropathiák
36714;V1110;Kerékpár-utas sérülése másik kerékpárossal ütközésben, nem közl.bales.
36717;V1140;Kerékpárvezető sérülése másik kerékpárossal ütközésben, közl. bales
36732;Z0150;Vizsgálat: bőr és érzékenység
35490;T2720;A légzőrendszer egyéb részeinek égése
33840;H9010;Egyoldali vezetéses hallásvesztés, ép ellenoldali hallással
33856;H9220;Fülvérzés
33861;H9380;A fül egyéb meghatározott rendellenességei
33875;I0200;Vitustánc rheumás szívbetegséggel
33879;I0520;A kéthegyű billentyű szűkülete elégtelenséggel
33881;I0590;A kéthegyű billentyű betegsége, k.m.n.
33896;I0880;Egyéb többszörös billentyűbetegségek
33897;I0890;Többszörös billentyűbetegség, k.m.n.
33915;I1580;Egyéb másodlagos hypertonia
35181;S7610;A musc. quadriceps és inának sérülése
35188;S7720;A csípő és comb összenyomatása
35195;S8000;A térd zúzódása
35198;S8080;A lábszár egyéb felületes sérülései
35203;S8190;A lábszár k.m.n. részének nyílt sebe
38504;N8100;Urethrocele, női
38507;N8130;Teljes uterovaginalis prolapsus
38534;N8430;Szeméremtest polypus
38543;N8560;Méhűri összenövések
38550;N8720;Súlyos cervicalis dysplasia
38562;N8930;Dysplasia vaginae, k.m.n.
38564;N8950;A hüvely szűkülete és atresiája
36867;Z2900;Elkülönítés
36906;Z3600;Chromosoma rendellenesség szűrése születés előtt
36946;Z4220;Törzs szépészeti műtétét követő gondozás
36949;Z4280;Szépészeti műtét utáni egyéb gondozás
36954;Z4330;Colostoma gondozása
35802;V7220;Autóbusz-külső utas sérülése 2-3 k.mot.járművel ütk.ben, nem közl.b
35808;V7290;Autóbusz-k.m.n.utas sérülése 2-3 k.mot.járművel ütközésben, közl.ba
41806;P5180;Az újszülött egyéb köldökzsinór-vérzése
41808;P5200;I. fokú nem traumás agykamrai vérzés a magzatban és az újszülöttben
41819;P5410;Újszülöttkori melaena
41824;P5460;Újszülöttkori vaginalis vérzés
41827;P5500;A magzat és az újszülött Rh-isoimmunisatiója
41830;P5590;A magzat és az újszülött haemolyticus betegsége, k.m.n.
41833;P5700;Magicterus isoimmunisatio következtében
41842;P5880;Újszülöttkori sárgaság egyéb, meghatározott excesszív haemolysis miatt
41845;P5910;Epebesűrűsödéses (inspissatiós) syndroma
42737;Q2310;Az aortabillentyű veleszületett elégtelensége
42743;Q2400;Dextrocardia
42749;Q2460;Veleszületett pitvar-kamrai block
36742;Z0250;Vizsgálat: sportorvosi
36758;Z0420;Vizsgálat: munkahelyi balesetet követően
36976;Z4620;Idegrendszeri és érzékszervi eszközök szabályozása
36977;Z4630;Fogászati protézis felhelyezése és illesztése
36983;Z4690;Eszköz szabályozása, illesztése, felhelyezése
38065;A2290;Lépfene k.m.n.
38066;A2300;Brucella melitensis által okozott brucellosis
38079;A2590;Patkányharapás láz k.m.n.
35217;S8330;A térd ízületi porcának heveny sérülése
35235;S8580;Egyéb erek sérülése a lábszár szintjében
35240;S8630;A peroneus izomcsoport izmainak-inainak sérülése a lábszár szintjében
35241;S8670;Több izom és ín sérülése a lábszár szintjében
35264;S9200;A sarokcsont törése
35268;S9240;Az öregujj törése
35274;S9320;A boka- és láb-szalagok szakadása
39984;B6000;Babesiosis
39989;B6500;Schistosoma haematobium által okozott schistosomiasis [húgyutak]
39993;B6580;Egyéb schistosomiasisok
39999;B6640;Paragonimiasis
40002;B6690;Mételyfertőzés, k.m.n.
40016;B6900;A központi idegrendszer cysticercosisa
40021;B7010;Sparganosis
39721;O16H0;Anyai magasvérnyomás, k.m.n.
40029;B7410;Brugia malayi okozta filariasis
40031;B7430;Loiasis
40033;B7480;Egyéb filariasisok
40050;B8110;Bél capillariasis
40239;D5630;Thalassaemia jelleg
40240;D5640;Magzati haemoglobin öröklött fennmaradása [HPFH]
40245;D5720;Kettős heterozygotás sarlósejtes zavarok
40250;D5820;Egyéb haemoglobinopathiák
40251;D5880;Egyéb meghatározott örökletes haemolyticus anaemiák
40257;D5940;Egyéb nem autoimmun haemolyticus anaemiák
40259;D5960;Egyéb külső ok okozta haemolysis miatti haemoglobinuria
33389;R14H0;Flatulentia és rokon állapotok
36957;Z4360;Húgyrendszeri stoma gondozása
36961;Z4400;Műkar felhelyezése és igazítása
41794;P3940;A bőr újszülöttkori fertőzése
41803;P5080;Egyéb magzati vérveszteség
38676;O0402;Inkomplett muvi vetélés ivarszervi és medencei fert.-sel középidos
38681;O0421;Inkomplett muvi vetélés emboliával korai (betöltött 12. hét)
38696;O0471;Komplett v. k.m.n. muvi vet. emboliával korai (betöltött 12. hétig)
38701;O0490;Komplett vagy k.m.n. művi vetélés szövődmény nélkül
38707;O0510;Inkomplett vetélés egyéb okból, elhúzódó vagy bő vérzéssel
38713;O0530;Inkomplett vetélés egyéb okból, egyéb és k.m.n. szövődményekkel
38720;O0551;Komplett vet. egyéb okból, ivarszervi és medencei fert. korai(12.hét)
38723;O0561;Komplett vet. egyéb okból, elhúzódó vagy igen bo vérz. korai(12.hétig)
38729;A3030;Határesetű lepra
38730;A3040;Határesetű lepromatosus lepra
38737;A3190;Mycobacterium fertőzés k.m.n.
38742;A3290;Listeriosis k.m.n.
38746;A3600;Torokdiphtheria
42030;E8910;Beavatkozás utáni hypoinsulinaemia
42036;E8980;Beavatkozás utáni egyéb endocrin és anyagcsere zavarok
42040;F0010;Demencia Alzheimer-betegségben, késői kezdettel (G30.1+)
42313;L5125;Toxikus epidermalis necrolysis, belszervi nyálkah.+ bárm.% testfelület
42318;L5310;Erythema annulare centrifugum
42326;L5510;II. fokú napfényártalom
42330;L5600;Phototoxicus reakció gyógyszertől
42335;L5680;Ultraibolya sugárzás okozta egyéb akut bőrelváltozások
42388;L6830;Polytrichia
35932;V2590;K.m.n. motork.páros sérülése személy-tehervonattal ütk.ben, közl.bales
35941;V2710;Motork.pár-utas sérülése rögz. objektummal ütközésben, nem közl.bales.
35942;V2720;K.m.n. motork.páros sérülése rögz. objektummal ütközésben, nem közl.b.
35949;V2820;K.m.n. motork.páros sérülése összeütközés nélküli nem közl. balesetben
35959;V2950;Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében
35961;V2980;Motorkerékpár utasának sérülése egyéb megjelölt szállítási balesetben
43658;Q7590;Az agy- és arckoponyacsontok k.m.n. veleszületett rendellenességei
43091;M0640;Gyulladásos polyarthropathia
35503;T2870;Az emésztőrendszer más részeinek maródása
35505;T2890;Más és k.m.n. belső szervek maródása
35513;T2970;Több testtájék maródása, az egyik legalább harmadfokú
35514;T3000;Nem meghatározott testtájék égési sérülése, foka nem meghatározott
35515;T3010;Nem meghatározott testtájék elsőfokú égési sérülése
35525;T3130;A testfelület 30-39%-át érintő égés
35552;T3400;A fej szövetelhalással járó fagyása
35555;T3430;A hasfal, derék és medence szövetelhalással járó fagyása
34137;N4300;Cystosus (zárt) hydrocele
34143;N4500;Orchitis, epididymitis és epididymo-orchitis tályoggal
34144;N4590;Orchitis, epididymitis és epididymo-orchitis tályog nélkül
34154;N4850;A hímvessző fekélye
34162;N4990;Gyulladásos rendellenesség nem meghatározott férfi nemi szerven
34166;N5090;A férfi nemi szervek rendellenessége, k.m.n.
42053;F0240;Demencia HIV-megbetegedésben (B22.0+)
33394;R17H0;Sárgaság, k.m.n.
42060;F0590;Nem-meghatározott delirium
42067;F0660;Organikus emócionális labilitás (asthenia)
42071;F0700;Organikus személyiségzavar
42084;F1070;Alkohol okozta reziduális zavarok
36041;Y4330;Egyéb daganat elleni szerek
36043;Y4350;Savképző és lúgosító anyagok
36044;Y4360;Enzimek, m.n.o.
36048;Y4410;B12-vitamin, folsav és egyéb megaloblastos anaemia elleni készítmények
36055;Y4490;A vér alkotóelemeire ható egyéb és k.m.n. anyagok
36060;Y4540;Antirheumaticumok
36064;Y4600;Succinimidek
36065;Y4610;Oxazolidindionok
36071;Y4670;Antiparkinson gyógyszerek
36081;Y4800;Inhalatiós anaestheticumok
36082;Y4810;Parenteralis anaestheticumok
36087;Y4900;Tricyclusos és tetracyclusos antidepressánsok
36088;Y4910;Monoamino-oxydase-inhibitor antidepressánsok
36092;Y4950;Egyéb antipsychoticus gyógyszerek és neurolepticumok
36093;Y4960;Psychodysleptica [hallucinogének]
36095;Y4980;Egyéb psychotrop gyógyszerek, m.n.o.
35973;V3110;3k.mot.jármű utasának sérülése kerékpárral ütközésben, nem közl.bal
35976;V3140;3k.mot.jármű utasának sérül. kerékpárral ütközésben, fel-leszállásk
35991;V3310;3k.mot.jármű-utas sérülése autóval-teherautóval ütk.ben, nem közl.b
37799;Z9820;Cerebrospinalis liquor-drainage-al bíró beteg
37803;Z9910;Függőség lélegeztetőgéptől
37814;A0010;Cholera (Vibrio cholerae 01, El Tor biovariáns okozta)
37817;A0110;"Paratyphus ""A"""
37833;A0410;Enterotoxikus Escherichia coli fertőzés
37850;A0610;Idült bél amoebiasis
37857;A0680;Egyéb lokalizációjú amoebás fertőzés
37878;A1506;Tüdőgümőkór, mikroszkópos pozitiv, recidiva, cavernával
37893;A1525;Tüdőgümőkór, szövettani vizsg.-al igazolt, recidiva, egyoldali
35732;V6440;Nehéz sz.jármű-utas sér.nehézjárművel-busszal ütk.ben,fel-leszállás
35733;V6450;Nehéz sz.jármű-vezető sér. nehézjárművel-busszal ütk.ben, közl.bale
43135;M1410;Kristály okozta arthropathia egyéb anyagcsere betegségekben
43139;M1450;Egyéb endocrin, táplálkozási és anyagcsere rendellenességekben
43155;M1660;Egyéb másodlagos coxarthrosis, kétoldali
38579;N9100;Primer amenorrhoea
38597;N9420;Vaginismus
36996;Z5030;Rehabilitáció: gyógyszerhozzászokás miatt
37000;V7630;Autóbusz-k.m.n.utas sérülése nem mot.járművel ütk.ben, nem közl.bal
37001;V7640;Autóbusz-utas sérülése nem mot. járművel ütközésben, fel-leszállásk
37005;V7690;Autóbusz-k.m.n.utas sérülése nem mot.járművel ütközésben, közl.bale
37023;V7890;Autóbusz-k.m.n. utas sérülése ütközés nélküli száll. közl. balesetben
37029;V7950;Utas sérülése összeütk.ben k.m.n. mot.jármű közlekedési balesetében
